id	expanded_url	url	display	tweet
7496	https://www1.folha.uol.com.br/ilustrissima/2018/10/bolsonaro-nunca-se-aprofundou-no-tema-da-seguranca-diz-especialista.shtml?utm_source=twitter&utm_medium=social&utm_campaign=twfolha	https://t.co/sf7iJK591i	www1.folha.uol.com.br/ilustrissima/2…	1053216048261021696
7497	https://twitter.com/i/web/status/1053216055554949120	https://t.co/JuzliAxiSg	twitter.com/i/web/status/1…	1053216055554949120
7498	https://www1.folha.uol.com.br/poder/2018/10/empresarios-bancam-campanha-contra-o-pt-pelo-whatsapp.shtml?utm_source=twitter&utm_medium=social&utm_campaign=twfolha	https://t.co/mfCVD9w1cl	www1.folha.uol.com.br/poder/2018/10/…	1053216066355236864
7499	http://bit.ly/2q1oOeA	https://t.co/pFc4vw9Atx	bit.ly/2q1oOeA	1053216124794535936
7500	https://twitter.com/i/web/status/1053216161213628416	https://t.co/prfDmGvRfY	twitter.com/i/web/status/1…	1053216161213628416
7501	https://www1.folha.uol.com.br/poder/2018/10/dono-da-havan-diz-que-nao-banca-campanha-anti-pt-pelo-whatsapp-e-fala-em-processar-a-folha.shtml?utm_source=twitter&utm_medium=social&utm_campaign=twfolha	https://t.co/WMJScyoAjq	www1.folha.uol.com.br/poder/2018/10/…	1053216190481555458
7502	https://www1.folha.uol.com.br/poder/2018/10/camara-pagou-voos-para-filho-de-bolsonaro-treinar-tiro-em-santa-catarina.shtml?utm_source=twitter&utm_medium=social&utm_campaign=twfolha	https://t.co/w0S1WQNgRP	www1.folha.uol.com.br/poder/2018/10/…	1053216196408107013
7503	https://www1.folha.uol.com.br/ilustrissima/2018/10/bolsonaro-nunca-se-aprofundou-no-tema-da-seguranca-diz-especialista.shtml?utm_source=twitter&utm_medium=social&utm_campaign=twfolha	https://t.co/sf7iJK591i	www1.folha.uol.com.br/ilustrissima/2…	1053216199818051585
7504	https://twitter.com/i/web/status/1053216271247044608	https://t.co/E4qYoETBGQ	twitter.com/i/web/status/1…	1053216271247044608
7505	https://www1.folha.uol.com.br/ilustrissima/2018/10/bolsonaro-nunca-se-aprofundou-no-tema-da-seguranca-diz-especialista.shtml?utm_source=twitter&utm_medium=social&utm_campaign=twfolha	https://t.co/sf7iJK591i	www1.folha.uol.com.br/ilustrissima/2…	1053216280591941632
7506	http://bit.ly/2CTkhmW	https://t.co/f6IP6FtvSf	bit.ly/2CTkhmW	1053216302330855424
7507	https://twitter.com/i/web/status/1053216325097664512	https://t.co/6cKCuQpaSs	twitter.com/i/web/status/1…	1053216325097664512
