id	tweet	id_user	name	screen_name
18746	1053160146174648320	14594813	Folha de S.Paulo	folha
18747	1053160146174648320	706226827891712000	Vanei Polchowicz	vaneipolchowicz
18748	1053160194929278978	14594813	Folha de S.Paulo	folha
18749	1053160306883682304	14594813	Folha de S.Paulo	folha
18750	1053160413054058496	14594813	Folha de S.Paulo	folha
18751	1053160417999183872	14594813	Folha de S.Paulo	folha
18752	1053160423695020033	14594813	Folha de S.Paulo	folha
18753	1053160450249109504	14594813	Folha de S.Paulo	folha
18754	1053160450249109504	269552485	Jesus	JesusHumilde
18755	1053160458209902592	14594813	Folha de S.Paulo	folha
18756	1053160468884336640	14594813	Folha de S.Paulo	folha
18757	1053160507069341696	14594813	Folha de S.Paulo	folha
18758	1053160548903387136	14594813	Folha de S.Paulo	folha
18759	1053160580385857536	14594813	Folha de S.Paulo	folha
18760	1053160580385857536	732383939264978945	Temer Sincero VOTE HADDAD 1️⃣3️⃣ e em SP 4️⃣0️⃣	TemerSincero1
